sku;Produto
401353;GELT 2P 1000L KA 110V MFRIO VB99
401354;GELT 1P 0434L HK 220V MFRIO VB43RF PVDRO
401355;GELT 1P 0420L DV 110V MFRIO VB43R
401356;GELT 1P 0420L DV 220V MFRIO VB43R
401357;GELT 1P 0420L DV 220V MFRIO VB43
401358;GELT 1P 0127L DV 110V MFRIO VB12
401359;GELT 1P 0230L CC 110V GELTOP VR08
401360;GELT MP 0041L BN 110V VENDO VR1.5
401361;GELT MP 0041L BN 220V VENDO VR1.5
401362;GELT 2P 1000L CC 220V MFRIO VB99
401363;GELT 1P 0420L CC 110V MFRIO VERT VB43R
401364;GELT 4P 0470L CC 220V MFRIO VB32 EMS
401365;GELT 2P 0630L CC 220V MFRIO VB63
401366;GELT 2P 0630L CC 110V MFRIO VB63
401367;GELT 1P 0420L DV 110V MFRIO VB43RL LED
401368;GELT 1P 0230L CC 220V GELTOP VR08
401369;GEL 1P 0230L DV 110V ALPUN VR08
401370;GELT 1P 0230L DV 220V ALPUN VR08
401371;GELT 4P 0470L CC 110V MFRIO VB32 EMS
401372;GELT 1P 0420L PW 110V MFRIO VB43
401373;GELT 1P 0420L PW 220V MFRIO VB43RL
401374;GELT 1P 0300L PW 110V MFRIO VB30
401375;GELT 1P 0420L ML 110V MFRIO VB43
401376;GELT 1P 0420L ML 220V MFRIO VB43
401377;GELT 1P 0300L DV 110V MFRIO VB30
401378;GELT 1P 0300L SQ 110V MFRIO VB30
401379;GELT 1P 0300L CC 110V MFRIO VB30
401380;GELT 1P 0300L CC 220V MFRIO VB30
401381;GELT 1P 0300L DV 220V MFRIO VB30
401382;ELT 1P 0420L CC 220V MFRIO VB43RL LED
401383;GELT 1P 0300L CC 110V MFRIO VB30
401384;GELT 1P 0300L ML 110V MFRIO VB30
401385;GELT 1P 0300L ML 220V MFRIO VB30
401386;GELT COOLER BURN GELOPAR GLTA070
401387;GELT 1P 0420L HK 110V ALPUN CCV355
401388;GELT 1P 0230L HK 110V GELTOP CCV144
401389;GELT 1P 0420L HK 220V ALPUN CCV355
401390;GELT1P 0300L CC 220V MFRIO VB30
401391;GELT 1P 0097L HK 220V MFRIO VB10
401392;GELT 1P 0420L HK 110V MFRIO VN44G PVIDRO
401393;GELT 2P 0760L DV 220V IMBERA G3-26
401394;GELT 1P 300L HK 220V MFRIO VN30
401395;GELT 1P 300L HK 110V MFRIO VN30
401396;GELT 1P 0230L CC 110V IMBERA VR08
401397;GELT 2P 0760L CC 220V IMBERA G3-26
401398;GELT 2P 0760L CC 110V IMBERA G3-26
401399;GELT 2P 1000L HK 220V MFRIO VN99
401400;GELT 1P 0230L ML 110V IMBERA VR08
401401;GELT 1P 0230L ML 220V IMBERA VR08
401402;GELT MP 0047L BN 110V ALPUN VR1.5
401403;GELT 1P 0230L PW 110V IMBERA VR08
401404;GELT 1P 0230L PW 110V ALPUN VR08
401405;GELT 1P 0230L PW 220V ALPUN VR08
401406;GELT 1P 0230L CC 220V IMBERA VR08
401407;GELT 1P 300L HK 110V MFRIO VN30
401408;GELT 1P 300L DP 110V MFRIO VN30
401409;GELT 1P 300L DP 220V MFRIO VN30RL PVIDRO
401410;GELT 1P 300L HK 220V MFRIO VN30RL PVIDRO
401411;GELT 1P 0420L PW 220V MFRIO SHOWCASE
401412;GELT 1P 0420L CC 220V MFRIO VERT VB43R
401413;GEL 1P 0420L SQ 220V MFRIO VB43RL
401414;GELT 1P 0230L SQ 220V ALPUN VR08 SLIM
401415;GELT 1P 0280L HK 110V MFRIO VN28R PVIDRO
401416;GELT 1P 0280L HK 110V MFRIO VN28F PCEGA
401417;GELT 1P 0420L CC 220V ALPUN VRS16
401418;GELT MP 0047L BN 220V ALPUN VR1.5
401419;GELT 1P 0434L HK 220V MFRIO VN44C
401420;GELT 1P 0420L HK 220V MFRIO PCEGA VN44G
401421;GELT 1P 0420L HK 220V MFRIO VN44R PVIDRO
401422;GELT 1P 0300L PW 220V MFRIO VB30
401423;GELT 1P 0280L KA 220V MFRIO VN28R PVIDRO
401424;GELT 1P 0420L KA 220V MFRIO VN44G PCEGA
401425;GELT 1P 284L HK 220V FRICON PCEGA VRF284
401426;GELT 1P 0280L HK 220V MFRIO VN28F PCEGA
401427;GELT 1P 0420L HK 220V ALPUN CCV315 PVIDR
401428;GELT 2P 1000L KA 220V MFRIO VN82S
401429;GELT 1P 0230L HK 220V GELOP CCV144 PT
401430;GELT 1P 0230L SL 220V ALPUN CCV144PVIDRO
401431;GELT 1P 0420L AM 220V ALPUN CCV315 PVIDR
401432;GELT 1P 0420L HK 110V ALPUN CCV355 PCEGA
401433;GELT 1P 0280L KA 220V MFRIO VN28F PCEGA
401434;GELT 1P 0280L HK 220V MFRIO VN28R PVIDRO
401435;GELT 1P 0280L BV 110V MFRIO VN28F PCEGA
401436;GELT 1P 0280L HK 110V MFRIO VN28R PVIDR
401437;GELT 1P 0420L HK 110V MFRIO VN44R PVIDRO
401438;GELT 1P 0280L BV 220V MFRIO VN28F PCEGA
401439;GELT 1P 0280L KA 110V MFRIO VN28F PCEGA
401440;POM 6V ENDURO 150 COLDMIX
401441;POM 8V ENDURO 150 COLDMIX
401442;POST-MIX 6V ENDURO 150 COLDMIX
401443;CHPT CLIENTE
401444;PRET GEL CHOPP 14H 220V
401445;POMT CLIENTE
401446;GELT 1P 0497L TG 220V MFRIO VN50 PVIDRO
401447;GELT 1P 0497L TG 110V MFRIO VN50 PVIDRO
401448;GELT 1P 0296L TG 220V MFRIO VN28 PVIDRO
401449;GELT 1P 0296L TG 110V MFRIO VN28 PVIDRO
401450;GELT 1P 0497L TG 220V MFRIO VN50 PCEGA
401451;GELT 1P 0497L TG 110V MFRIO VN50 PCEGA
401452;GELT 1P 0497L TG 110V MFRIO VN50A PVIDRO
401453;GELT 1P 0497L TG 220V MFRIO VN50A PVIDRO
401454;GELT 1P 0230L EISEN 110V ALPUN CCV144 CC
401455;GELT 1P 0290L EISEN 110V GELOPAR GCA29CC
401456;GELT 1P 0296L EISEN 110V MTFR VN28RCB CC
401457;GELT 1P 0230L EISEN 220V ALPUN CCV144 CC
401458;GELT 1P 0290L EISEN 220V GELOPAR GCA29CC
401459;GELT 1P 0296L EISEN 220V MTFR VN28RCD CC
401460;GELT 1P 0555L EISEN 110V ALPUN CCV355 CC
401461;GELT 1P 0572L EISEN 110V GELOPAR GCA57CC
401462;GELT 1P 0497L EISEN 110V MTFR VN50RCB CC
401463;GELT 1P 0555L EISEN 220V ALPUN CCV355 CC
401464;GELT 1P 0572L EISEN 220V GELOPAR GCA57CC
401465;GELT 1P 0497L EISEN 220V MTFR VN50RCD CC
401466;GELT 1P 0230L EISEN 110V ALPUN CCV144 PC
401467;GELT 1P 0296L EISEN 110V MTFR VN28AFB PC
401468;GELT 1P 0230L EISEN 220V ALPUN CCV144 PC
401469;GELT 1P 0296L EISEN 220V MTFR VN28AFD PC
401470;GELT 1P 0555L EISEN 110V ALPUN CCV355 PC
401471;GELT 1P 0497L EISEN 110V MTFR VN50AFB PC
401472;GELT 1P 0555L EISEN 220V ALPUN CCV355 PC
401473;GELT 1P 0497L EISEN 220V MTFR VN50AFD PC
401474;GELT 1P 0230L EISEN 110V ALPUN CCV144 PV
401475;GELT 1P 0296L EISEN 110V MTFR VN28AHB PV
401476;GELT 1P 0230L EISEN 220V ALPUN CCV144 PV
401477;GELT 1P 0296L EISEN 220V MTFR VN28AHD PV
401478;GELT 1P 0555L EISEN 110V ALPUN CCV355 PV
401479;GELT 1P 0497L EISEN 110V MTFR VN50AHB PV
401480;GELT 1P 0555L EISEN 220V ALPUN CCV355 PV
401481;GELT 1P 0497L EISEN 220V MTFR VN50AHD PV
401482;GELT 1P 0038L EISEN 110V MTFR VB05SLB PV
401483;GELT 1P 0038L EISEN 220V MTFR VB05SLD PV
401484;GELT 1P 0097L EISEN 110V MTFR VB11RLB PV
401485;GELT 1P 0097L EISEN 220V MTFR VB11RLD PV
401486;CHPT 2V EISEN 220V AI ELETRICA
401487;CHPT 1V EISEN 220V ELETR DELIVERY
401488;CHPT 2V EISEN 110V ELETR NAJA
401489;CHPT 1V EISEN 110V ELETR SMALL
401490;CHPT TORRE LOCOMOTIVA EISEN
401491;CHPT 1V EISEN 220V ELETR 50L
401492;CHPT 2V EISEN 220V ELETR 90L
401493;CHPT 2V EISEN 110V ELETR FIBRA
401494;CHPT 1V EISEN 110V ELETR DELIVERY
401495;CHPT 2V TIGER 220V ELETR EVENTOS 110L
401496;CHPT 1V EISEN 110V ELETR FIBRA
401497;CHPT 2V EXCLUSIVA AMSTEL
401498;CHPT 2V EXCLUSIVA AMSTEL
401499;GELT MP 0041L BN 220V VENDO VR1.5 C CAR
401500;GELT 1P 284L KA 220V FRICON PCEGA VRF284
401501;GELT 1P 284L KA 220V FRICON PCEGA VRF284
401502;GELT 1P 284L KA 220V FRICON PCEGA VRF284
401503;GELT 1P 284L KA 220V FRICON PCEGA VRF284
401504;GELT 1P 284L KA 220V FRICON PCEGA VRF284
401505;CHPT 2V EXCLUSIVA AMSTEL
401506;CHP 2V EXCLUSIVA AMSTEL
401507;CHPT 1V EXTRA COLD HK
401508;CHPT 1V TORRE CILINDRICA KAISER
401509;CHPT 1V TORRE EXTRA COLD CELLI HK
401510;CHPT 1V TORRE XTREME DRAUGHT
401511;CHPT 2V EXTRA COLD HK
401512;CHPT 2V TORRE EXTRA COLD KAISER
401513;CHPT MEMO CX070 HNK 2V 220V HN
401514;GEL 1P 0230L CC 220V ALPUN VR08 SMARTC
401515;GEL 1P 0420L CC 220V ALPUN VRS16 SMARTC
401516;GEL 1P 0420L CR 110V DPSP VRS16 CINZA
401517;GEL 1P 0420L CR 110V DPSP VRS16 CINZA
401518;GEL 1P 0420L CR 220V DPSP VRS16 CINZA
401519;GEL 1P 0450L EG 110V ALPUN CCV315 ST CAR
401520;GEL 1P 0450L EG 220V ALPUN CCV315 ST CAR
401521;GEL 1P 0450L TH 110V ALPUN CCV315 ST CAR
401522;GEL 1P 0450L TH 220V ALPUN CCV315 ST CAR
401523;GELT 1P 0097L SQ 110V MFRIO VB10
401524;GELT 1P 0097L SQ 220V MFRIO VB10
401525;GELT 1P 0127L DV 220V MFRIO VB12
401526;GELT 1P 0127L KP 110V MFRIO VB12
401527;GELT 1P 0127L ML 220V MFRIO VB12
401528;GELT 1P 0150L EISEN 220V MFRIO VERT VD P
401529;GELT 1P 0230L CCL 220V GELTOP VR08
401530;GELT 1P 0230L CR 110V GELTOP VR08
401531;GELT 1P 0230L EISEN 110V ALPUN SLIM PCVN
401532;GELT 1P 0230L ML 220V ALPUN VR08
401533;GELT 1P 0233L MO 110V ALPUN EVC07
401534;GELT 1P 0233L MO 220V ALPUN EVC07
401535;GELT 1P 0240L CC 220V ALPUN EVC07 VBGN
401536;GELT 1P 0280L BD 220V MFRIO VN28 PVIDRO
401537;GELT 1P 0280L HK 220V MFRIO VN28F PCEGA
401538;GELT 1P 0280L HK 220V MFRIO VN28R PVIDRO
401539;GELT 1P 0280L KA 110V MFRIO VN28R PVIDRO
401540;GELT 1P 0280L KA 220V MFRIO VN28R PVIDRO
401541;GELT 1P 0290L KA 110V MFRIO VN29
401542;GELT 1P 0320L KA 110V MFRIO VEU DE NOIVA
401543;GELT 1P 0400L ML 110V MFRIO VB40R
401544;GELT 1P 0420L BA 220V MFRIO VN44R PVIDRO
401545;GELT 1P 0420L CC 220V ALPUN VRS16 PCEGA
401546;GELT 1P 0420L HK 110V ALPUN CCV144 LOW
401547;GELT 1P 0420L HK 110V MFRIO VERT
401548;GELT 1P 0420L HK 110V MFRIO VN44F PCEGA
401549;GELT 1P 0420L HK 220V MFRIO VN44F PCEGA
401550;GELT 1P 0420L HK 220V MFRIO VN44R PVIDRO
401551;GELT 1P 0420L KA 110V MFRIO VERT
401552;GELT 1P 0420L KA 220V MFRIO VN44R PVIDRO
401553;GELT 1P 0420L ML 220V MFRIO VERT VB40R
401554;GELT 1P 0420L SL 220V ALPUN CCV315 PVIDR
401555;GELT 1P 0420L SQ 220V MFRIO VB43
401556;GELT 1P 0430L KG 110V MFRIO VN43
401557;GELT 1P 0430L KG 220V MFRIO VN43
401558;GELT 1P 0430L SU 110V MFRIO VN43
401559;GELT 1P 0434L BP 220V MFRIO VN43
401560;GELT 1P 0434L HK 110V MFRIO VN44F
401561;GELT 1P 0434L KA 110V VB43 KAISER
401562;GELT 1P 0497L EISEN 220V MFRIO VERT VN P
401563;GELT 1P 0497L EISEN 220V MFRIO VERT VN P
401564;GELT 1P 0555L KA 220V ALPUN CCV355 PC
401565;GELT 1P 127L DP 110V MFRIO VN12R
401566;GELT 1P 127L DP 220V MFRIO VN12R
401567;GELT 1P 300L KA 110V MFRIO VN30
401568;GELT 2P 0126L HK 220V ALPUNTO VRD12
401569;GELT 2P 0280L BV 110V MFRIO HORIZ
401570;GELT 2P 0290L BV 110V FRICON HORIZ
401571;GELT 2P 0290L BV 220V FRICON HORIZ
401572;GELT 2P 0300L HK 220V ALPUN VRD12
401573;GELT 2P 0310L BV 220V REUBLY HORIZ
401574;GELT 2P 0385L KA 110V REUBLY HORIZ
401575;GELT 2P 0402L KA 110V MFRIO HORIZ
401576;GELT 2P 0450L KA 110V PROSD HORIZ
401577;GELT 2P 1000L BV 110V MFRIO VB99SF
401578;GELT 2P 1000L HK 110V MFRIO VB99
401579;GELT 2P 1000L KA 110V MFRIO VB99S
401580;GELT 2P 1000L KA 220V MFRIO VB99SF
401581;GELT 2P 1000L SL 110V MFRIO VB99SF
401582;GELT 4P 0470L CC 220V MFRIO FAST LANE
401583;GELT 4P 0470L SQ 220V MFRIO VB32 EMS
401584;GELT MP 0048L BN 220V VENDO MINIVENDING
401585;GELT SP 0200L DV 220V GELTOP GAR08 OPEN
900015;CS ORIGINAL 1DSX12UNX24G VSA
900021;OREO ORIGINAL 1DSX8UNX36G VSA
900000;PRODUTO GENERICO
